feature,train_missing_pct,valid_missing_pct,holdout_missing_pct,missing_delta_train_valid,missing_delta_train_holdout,ks_train_valid,ks_train_holdout,train_nunique,valid_nunique,holdout_nunique,gain_importance,split_importance,perm_pr_auc,perm_pr_auc_drop,max_ks,max_missing_delta,gain_rank,perm_rank,is_predictive,is_shifted,recommendation
V200,74.21730232378114,82.98054887616983,79.49560289452592,8.763246552388694,5.278300570744776,0.031205846093808998,0.021384941539845576,46,37,38,971.8960905075073,16,,0.0,0.031205846093808998,8.763246552388694,140.0,54.0,False,False,low_priority
V51,29.571965610167933,27.81521996816473,24.9331120669218,1.756745642003203,4.638853543246132,0.031246394388664722,0.015449076998270583,7,5,6,943.0612173080444,15,,0.0,0.031246394388664722,4.638853543246132,141.0,54.0,False,False,low_priority
V188,74.21730232378114,82.98054887616983,79.49560289452592,8.763246552388694,5.278300570744776,0.031205846093808998,0.021384941539845576,18,19,31,864.4317979812622,7,,0.0,0.031205846093808998,8.763246552388694,142.0,54.0,False,False,low_priority
id_24,99.12694918452361,99.38587281696978,99.32942730382362,0.25892363244616945,0.20247811930001092,0.0653829071113067,0.07057692469163791,10,9,6,859.8544044494629,14,,0.0,0.07057692469163791,0.25892363244616945,143.0,54.0,False,False,low_priority
V190,74.21996332654375,83.21197548006909,79.46399340716407,8.992012153525337,5.24403008062032,0.008810827399716392,0.01594230266397767,43,23,36,838.5265960693359,4,,0.0,0.01594230266397767,8.992012153525337,144.0,54.0,False,False,low_priority
DeviceType_label,0.0,0.0,0.0,0.0,0.0,0.08858901118750062,0.05527486932863701,3,3,3,836.3736972808838,20,,0.0,0.08858901118750062,0.0,145.0,54.0,False,False,low_priority
V50,29.571965610167933,27.81521996816473,24.9331120669218,1.756745642003203,4.638853543246132,0.04445993634856593,0.02781131100082712,6,3,5,773.6288166046143,10,,0.0,0.04445993634856593,4.638853543246132,146.0,54.0,False,False,low_priority
V85,16.53595498550963,13.709486232939344,9.780878517966606,2.8264687525702854,6.755076467543024,0.0337737378494708,0.01627552585807779,8,8,8,742.4735975265503,14,,0.0,0.0337737378494708,6.755076467543024,148.0,54.0,False,False,low_priority
V252,75.60392667244024,84.55763651347354,82.04694008873234,8.953709841033302,6.443013416292104,0.006091222375479766,0.001846825245255479,18,7,24,728.6825075149536,4,,0.0,0.006091222375479766,8.953709841033302,149.0,54.0,False,False,low_priority
V73,15.131671254880521,7.659656133933914,8.760343640284034,7.472015120946607,6.3713276145964866,0.0306103387288702,0.010359770562931248,6,5,8,706.5183877944946,17,,0.0,0.0306103387288702,7.472015120946607,150.0,54.0,False,False,low_priority
id_21,99.04808673901368,99.34636095776746,99.27185288041454,0.29827421875377524,0.2237661414008585,0.027985419368713967,0.08939058144459876,421,115,108,669.5099983215332,17,,0.0,0.08939058144459876,0.29827421875377524,152.0,54.0,False,False,low_priority
V147,84.2347681782775,91.95877219719804,89.10375814226526,7.724004018920539,4.868989963987758,0.0255270382059547,0.026793401630381575,18,8,27,668.187991142273,13,,0.0,0.026793401630381575,7.724004018920539,153.0,54.0,False,False,low_priority
V197,74.21730232378114,82.98054887616983,79.49560289452592,8.763246552388694,5.278300570744776,0.031205846093808998,0.021384941539845576,15,7,8,602.4360032081604,25,,0.0,0.031205846093808998,8.763246552388694,154.0,54.0,False,False,low_priority
V153,84.2347681782775,91.95877219719804,89.10375814226526,7.724004018920539,4.868989963987758,0.021400089455991644,0.08216554160590289,8,5,19,585.0076417922974,9,,0.0,0.08216554160590289,7.724004018920539,155.0,54.0,False,False,low_priority
V16,14.808238464553025,8.56842889558709,8.206048701188742,6.239809568965935,6.602189763364283,0.033370144213554664,0.015008402203856797,15,5,5,539.0336990356445,4,,0.0,0.033370144213554664,6.602189763364283,157.0,54.0,False,False,low_priority
V72,15.131671254880521,7.659656133933914,8.760343640284034,7.472015120946607,6.3713276145964866,0.04094047182421312,0.005365575881680962,8,8,11,515.2254905700684,6,,0.0,0.04094047182421312,7.472015120946607,158.0,54.0,False,False,low_priority
V84,16.53595498550963,13.709486232939344,9.780878517966606,2.8264687525702854,6.755076467543024,0.033857972578725026,0.016559378480173192,8,6,6,513.4112024307251,12,,0.0,0.033857972578725026,6.755076467543024,159.0,54.0,False,False,low_priority
V246,75.60392667244024,84.55763651347354,82.04694008873234,8.953709841033302,6.443013416292104,0.012391548080784354,0.024821885435090896,45,23,24,454.9691047668457,4,,0.0,0.024821885435090896,8.953709841033302,160.0,54.0,False,False,low_priority
V43,29.571965610167933,27.81521996816473,24.9331120669218,1.756745642003203,4.638853543246132,0.03911329564292643,0.020508577712609943,9,7,8,454.36159896850586,9,,0.0,0.03911329564292643,4.638853543246132,161.0,54.0,False,False,low_priority
V15,14.808238464553025,8.56842889558709,8.206048701188742,6.239809568965935,6.602189763364283,0.03341490690323612,0.014966735537190079,8,4,3,432.14349937438965,8,,0.0,0.03341490690323612,6.602189763364283,162.0,54.0,False,False,low_priority
id_08,99.04929628572397,99.3429742269787,99.27411070094038,0.2936779412547281,0.22481441521641443,0.050856483303166236,0.0844328628130701,93,71,68,431.86329460144043,7,,0.0,0.0844328628130701,0.2936779412547281,163.0,54.0,False,False,low_priority
id_26,99.0485705576978,99.33958749618994,99.27185288041454,0.2910169384921346,0.22328232271674153,0.03078096579240744,0.08611096328620675,85,44,50,379.1468963623047,12,,0.0,0.08611096328620675,0.2910169384921346,164.0,54.0,False,False,low_priority
id_25,99.0529249258548,99.34523204750454,99.28088416251792,0.29230712164974193,0.2279592366631249,0.04195402298850575,0.04786725771947447,307,86,97,372.701132774353,18,,0.0,0.04786725771947447,0.29230712164974193,165.0,54.0,False,False,low_priority
V244,75.60392667244024,84.55763651347354,82.04694008873234,8.953709841033302,6.443013416292104,0.011319147049208111,0.01662054990806805,22,19,20,348.08730697631836,5,,0.0,0.01662054990806805,8.953709841033302,166.0,54.0,False,False,low_priority
V247,75.60392667244024,84.55763651347354,82.04694008873234,8.953709841033302,6.443013416292104,0.011748507026958732,0.005387666670767066,12,6,18,299.5097999572754,11,,0.0,0.011748507026958732,8.953709841033302,168.0,54.0,False,False,low_priority
V93,16.53595498550963,13.709486232939344,9.780878517966606,2.8264687525702854,6.755076467543024,0.03953746124259194,0.023621656531151114,8,8,8,174.8492021560669,4,,0.0,0.03953746124259194,6.755076467543024,170.0,54.0,False,False,low_priority
V42,29.571965610167933,27.81521996816473,24.9331120669218,1.756745642003203,4.638853543246132,0.03927836085827785,0.02045772426498238,9,5,6,163.31640434265137,3,,0.0,0.03927836085827785,4.638853543246132,171.0,54.0,False,False,low_priority
V71,15.131671254880521,7.659656133933914,8.760343640284034,7.472015120946607,6.3713276145964866,0.04090060108888782,0.005083996630413812,7,6,7,161.08539962768555,5,,0.0,0.04090060108888782,7.472015120946607,172.0,54.0,False,False,low_priority
V18,14.808238464553025,8.56842889558709,8.206048701188742,6.239809568965935,6.602189763364283,0.037786625674457675,0.0021397678079495552,16,7,10,150.43759727478027,3,,0.0,0.037786625674457675,6.602189763364283,173.0,54.0,False,False,low_priority
V242,75.60392667244024,84.55763651347354,82.04694008873234,8.953709841033302,6.443013416292104,0.008257298091712939,0.012742228864705551,20,18,19,140.78290176391602,7,,0.0,0.012742228864705551,8.953709841033302,174.0,54.0,False,False,low_priority
V92,16.53595498550963,13.709486232939344,9.780878517966606,2.8264687525702854,6.755076467543024,0.03952079457592528,0.02360498986448445,8,5,7,132.85800170898438,1,,0.0,0.03952079457592528,6.755076467543024,175.0,54.0,False,False,low_priority
V32,14.808238464553025,8.56842889558709,8.206048701188742,6.239809568965935,6.602189763364283,0.03945175451593386,0.0009354781582054938,15,5,5,130.78400421142578,2,,0.0,0.03945175451593386,6.602189763364283,176.0,54.0,False,False,low_priority
id_10,86.40783979795732,90.70229507456452,88.14305550851763,4.294455276607195,1.7352157105603112,0.0032404865031588626,0.007117711911605495,58,26,30,125.13369750976562,5,,0.0,0.007117711911605495,4.294455276607195,177.0,54.0,False,False,low_priority
V80,16.53595498550963,13.709486232939344,9.780878517966606,2.8264687525702854,6.755076467543024,0.033867361683477926,0.016854367969268202,20,14,16,68.0279016494751,3,,0.0,0.033867361683477926,6.755076467543024,178.0,54.0,False,False,low_priority
V21,14.808238464553025,8.56842889558709,8.206048701188742,6.239809568965935,6.602189763364283,0.03769380949735146,0.0024938705234159864,6,4,4,25.464599609375,1,,0.0,0.03769380949735146,6.602189763364283,180.0,54.0,False,False,low_priority
V17,14.808238464553025,8.56842889558709,8.206048701188742,6.239809568965935,6.602189763364283,0.037753292341124345,0.002173101141282885,16,7,10,0.0,0,,0.0,0.037753292341124345,6.602189763364283,181.0,54.0,False,False,low_priority
V22,14.808238464553025,8.56842889558709,8.206048701188742,6.239809568965935,6.602189763364283,0.0377271428306849,0.0024728354978353906,9,6,6,0.0,0,,0.0,0.0377271428306849,6.602189763364283,181.0,54.0,False,False,low_priority
V31,14.808238464553025,8.56842889558709,8.206048701188742,6.239809568965935,6.602189763364283,0.039488183872282145,0.0008977764659583443,8,4,4,0.0,0,,0.0,0.039488183872282145,6.602189763364283,181.0,54.0,False,False,low_priority
id_22,99.04711910164546,99.33958749618994,99.27185288041454,0.29246839454447127,0.22473377876907819,0.012473555047812473,0.01067323190279672,23,7,8,0.0,0,,0.0,0.012473555047812473,0.29246839454447127,181.0,54.0,False,False,low_priority
has_identity,0.0,0.0,0.0,0.0,0.0,0.08990538744200227,0.055880032117497036,2,2,2,0.0,0,,0.0,0.08990538744200227,0.0,181.0,54.0,False,False,low_priority
D1n,0.06604125038100721,1.0781093010916563,0.04628532077985121,1.012068050710649,0.019755929601156,0.4910901334459331,0.604382200135532,729,662,667,189259.754447937,1366,0.5636746946853168,0.03377971943208302,0.604382200135532,1.012068050710649,3.0,5.0,True,True,monitor
D2n,49.914122183570484,42.22350165385353,41.83854325419672,7.690620529716952,8.075578929373762,0.29789771358043987,0.4002027432712215,723,661,667,139602.22892284393,899,0.573815016835297,0.023639397282102848,0.4002027432712215,8.075578929373762,9.0,12.0,True,True,monitor
D15n,16.531842526694696,13.68690802768088,9.765073774285682,2.8449344990138155,6.766768752409014,0.36249856531558045,0.45344109294266305,773,714,754,113390.9772849083,1166,0.5812654580054234,0.01618895611197646,0.45344109294266305,6.766768752409014,12.0,16.0,True,True,monitor
D10n,14.801465002975487,8.550366331380319,8.19814632934828,6.251098671595168,6.603318673627207,0.4524365571288078,0.5256213185110491,751,703,741,93624.54197216034,1055,0.5728546409271723,0.024599773190227547,0.5256213185110491,6.603318673627207,15.0,9.0,True,True,monitor
C9,0.0,0.0,0.0,0.0,0.0,0.13991165007168582,0.11381124479290142,203,167,166,36282.43076610565,246,0.5844594972074925,0.012994916909907395,0.13991165007168582,0.0,30.0,19.0,True,True,monitor
id_02,74.01143747369235,82.79202086226167,79.45609103532361,8.780583388569312,5.444653561631256,0.12656829645477052,0.10974672135585106,91643,14897,17045,25738.613397598267,378,0.5937981252917401,0.003656288825659715,0.12656829645477052,8.780583388569312,39.0,37.0,True,True,monitor
id_20,74.24004180193431,83.01441618405752,79.98554994863458,8.774374382123213,5.745508146700274,0.11698656359477377,0.14010697805939354,365,172,176,20042.202794075012,343,0.5938355238336194,0.003618890283780485,0.14010697805939354,8.774374382123213,50.0,39.0,True,True,monitor
D11,54.616597883777075,32.064438197807654,28.348065612264485,22.55215968596942,26.26853227151259,0.09837961879756724,0.08504512368047895,611,639,669,19174.14471435547,263,0.5898114315374116,0.0076429825799883,0.09837961879756724,26.26853227151259,52.0,24.0,True,True,monitor
id_01,73.41150230539603,82.32803874420023,78.9255032117497,8.9165364388042,5.514000906353672,0.07333191311040854,0.12253658504309417,69,41,42,16158.50237941742,109,0.5962987039634657,0.0011557101539341197,0.12253658504309417,8.9165364388042,53.0,50.0,True,True,monitor
id_13,76.91701058111462,83.68385996997098,80.30390264277892,6.7668493888563575,3.386892061664298,0.5103055070647762,0.27373673614170135,51,20,20,12248.697360992432,174,0.5979977028310681,-0.0005432887136682663,0.5103055070647762,6.7668493888563575,60.0,182.0,False,True,review
missing_D_count,0.0,0.0,0.0,0.0,0.0,0.11281890049784943,0.15745601229383277,14,15,15,10851.075897216797,102,,0.0,0.15745601229383277,0.0,63.0,54.0,False,True,review
M3_label,0.0,0.0,0.0,0.0,0.0,0.22405200466239933,0.19911437695442585,3,3,3,8177.35075378418,66,,0.0,0.22405200466239933,0.0,73.0,54.0,False,True,review
missing_V_count,0.0,0.0,0.0,0.0,0.0,0.09656081326695343,0.15476521545252364,111,122,83,7756.413185596466,109,,0.0,0.15476521545252364,0.0,74.0,54.0,False,True,review
id_17,74.22794633483156,82.99409579932491,79.94039353811766,8.766149464493353,5.712447203286104,0.13893531126346714,0.0881031119232828,101,44,54,7447.011817932129,69,,0.0,0.13893531126346714,8.766149464493353,77.0,54.0,False,True,review
D13,89.33832956761124,91.63816168252785,88.17805172666824,2.2998321149166117,1.160277840942996,0.03818146183459736,0.1650042527020028,512,335,354,7097.079027175903,100,,0.0,0.1650042527020028,2.2998321149166117,80.0,54.0,False,True,review
D6,87.28282588817015,89.95044083945767,86.77481626985471,2.6676149512875185,0.508009618315441,0.0663733609437398,0.15821417631398693,761,615,664,5359.956415176392,67,,0.0,0.15821417631398693,2.6676149512875185,85.0,54.0,False,True,review
D14,89.12182070647205,91.67767354173016,88.88362064099525,2.555852835258108,0.2382000654768035,0.04675883099797362,0.12666220002906226,740,549,563,5049.397096633911,113,,0.0,0.12666220002906226,2.555852835258108,88.0,54.0,False,True,review
M3_freq,0.0,0.0,0.0,0.0,0.0,0.27040232922409996,0.25643770927174,3,3,3,2427.147834777832,13,,0.0,0.27040232922409996,0.0,108.0,54.0,False,True,review
M2_label,0.0,0.0,0.0,0.0,0.0,0.24715232047504548,0.21933597159661783,3,3,3,2077.5149869918823,24,,0.0,0.24715232047504548,0.0,111.0,54.0,False,True,review
M9_label,0.0,0.0,0.0,0.0,0.0,0.26937705602781636,0.28266432982242246,3,3,3,1939.0024976730347,26,,0.0,0.28266432982242246,0.0,114.0,54.0,False,True,review
M7_label,0.0,0.0,0.0,0.0,0.0,0.2692950765401158,0.2826613740531265,3,3,3,1897.1751098632812,33,,0.0,0.2826613740531265,0.0,115.0,54.0,False,True,review
M8_label,0.0,0.0,0.0,0.0,0.0,0.26937705602781636,0.28266432982242246,3,3,3,1653.0179920196533,28,,0.0,0.28266432982242246,0.0,121.0,54.0,False,True,review
M9_freq,0.0,0.0,0.0,0.0,0.0,0.2693770560278163,0.28266432982242234,3,3,3,1629.4224948883057,22,,0.0,0.28266432982242234,0.0,124.0,54.0,False,True,review
M8_freq,0.0,0.0,0.0,0.0,0.0,0.2693770560278163,0.28266432982242234,3,3,3,749.1789951324463,10,,0.0,0.28266432982242234,0.0,147.0,54.0,False,True,review
M2_freq,0.0,0.0,0.0,0.0,0.0,0.27040232922409996,0.25643770927174,3,3,3,692.4441013336182,7,,0.0,0.27040232922409996,0.0,151.0,54.0,False,True,review
M7_freq,0.0,0.0,0.0,0.0,0.0,0.26929507654011586,0.2826613740531265,3,3,3,563.6824932098389,11,,0.0,0.2826613740531265,0.0,156.0,54.0,False,True,review
id_07,99.04929628572397,99.3429742269787,99.27411070094038,0.2936779412547281,0.22481441521641443,0.07986936334303928,0.18560579978551558,81,59,60,326.6801977157593,9,,0.0,0.18560579978551558,0.2936779412547281,167.0,54.0,False,True,review
M1_freq,0.0,0.0,0.0,0.0,0.0,0.27040232922409996,0.25643770927174,3,3,3,235.06199645996094,1,,0.0,0.27040232922409996,0.0,169.0,54.0,False,True,review
M1_label,0.0,0.0,0.0,0.0,0.0,0.2703625503776205,0.25642050863051896,3,3,3,44.58219909667969,1,,0.0,0.2703625503776205,0.0,179.0,54.0,False,True,review
